Sender,Message
0,baiao me deixou aqui
0,tem nenhum vídeo correndo não?
0,ok
0,aproveitando
0,que horas a esther chega?
0,💪🏼💪🏼💪🏼
0,pensei que era menos gente
0,sim
0,gigantesco
0,qq ele falou
0,não hoje
0,uai
0,falando do que?
0,cheguei na natação agora
0,😁😁
0,onde?
0,kkkkkkkk
0,pq?
0,cpa um pouco antes até
0,demora um tiquin
0,deu pra curtir
0,muito boa
0,ah yeah
0,kakakakakakakak
0,😍😍😍
0,sim
0,vi agora
0,ai é brincadeira
0,hum
0,o dos seus pais é jaja tb ne
0,vou aproveitar e tomar banho
0,vou nadar
0,um minuto pra cada acerto🖐🏼😛🤚🏼
0,kkkkkkkkk
0,vou comer primeiro
0,tava na sauna
0,vou tomar banho e vou
0,dos machos
0,pode descer
0,ta bom
0,bom dia
0,uai
0,vish
0,grifo?
0,nao
0,o que ta no bucket list será feito
0,thanks babe
0,morning☀️
0,o trabalho de bioquímica foi só pra computar presença de um sábado letivo que não teve aula
0,iti🥰
0,esse é novo
0,😘
0,oh
0,trevas
0,kkkkkkkkk
0,o álcool é a droga que gera mais vício
0,já comi
0,kkkkkkkkkkk
0,kkkkkkk
0,kkkkkkkkkkkk
0,12h30-13h30
0,niver do enzo hoje
0,chega por hoje
0,nao
0,thanks b
0,indo
0,é de família
0,kkkkkkkkkkkk
0,garantir meus pontin
0,kakkakakaak
0,kkkkkkkk
0,seu pai num vai alugar o carro no aeroporto não?
0,😔
0,fui nadar hoje
0,🧐
0,estudando
0,ela tá te chamando
0,e vc querendo ir na tersarrada hoje
0,kkkkkkk
0,materia do 1ano
0,de noite fica mo bonito
0,night out
0,ta doido
0,tudo bem
0,eiiita
0,ok
0,tem jogo do américa tb
0,kkkkkkk
0,do lado da cmmg
0,enzo te chamou aí?
0,kinega
0,voltei pra biblio agora
0,bacana hein
0,e o joao?
0,🥰🥰🥰🥰🥰
0,isso é um absurdo
0,kkkkkkkkkkkk
0,mas acho que nas abertas fui melhor
0,‎You unblocked this contact
0,eh
0,confio
0,dormi sem despertador hoje
0,dureza hein
0,sem peso nas costas e pa
0,povo da cmmg tá querendo trabalhar
0,top
0,fazendo umas questões
0,parece mo doido ai
0,a única que eu ri foi a do cachorro olhando pra porta
0,vc ficou sozinha?
0,💪🏼💪🏼
0,aiaiai
0,com toda certeza😈😈😈
0,meu deus
0,sonâmbulo então
0,meus pais não fariam isso
0,arrumando aí?
0,estudando
0,calor demais
0,kkkkkkkkkkk
0,pelos meus cálculos isso dava 21h45
0,em casa🙏🏼
0,como vcs tao usando a pia
0,talvez ce esteja certa
0,kkkkkkk
0,só na hora
0,kkkkkkkk
0,e qual ce acha que é o seu?
0,parece bom
0,essa sexta?
0,tamo indo pra rodoviária agora
0,minha mae vai la hoje a tarde
0,meu deus
0,tinhamu baby🥰
0,18h?
0,que
0,e acertou 43 nessa tb
0,kkkkkkkkkkk
0,melhor que ficar asfixiado
0,pau quebrando
0,2min de aula na cmmg
0,vamos?
0,leva toalha😉
0,tapioca com banana+mel?
0,e vc acha que é culpa minha
0,isso varia
0,vc tem que tá presente uai
0,o que é isso?
0,vai precisar tirar antes da formatura
0,esse nem tanto
0,chegando no magri
0,animo!
0,kakakakakakakka😋
0,🙏🏼🙏🏼🙏🏼
0,tô vendo
0,parece os amigo do meu irmao
0,primeira classe?
0,verdade
0,😛
0,aproveita e vai pro jogo
0,minas
0,mequinha ta entregando a paçoca
0,calma aí
0,o neosoro faz isso
0,em contagem?
0,sem gosto?
0,esses cara são burro
0,preciso
0,efeito bala
0,saindo
0,kkkkkkk
0,e a legenda?
0,até agora
0,kkkkkkkkk
0,saí já
0,KKKKKKK
0,tô na aula aqui
0,tirando o atraso
0,kkkkkkk
0,👋🏼 👋🏼
0,ou no bhar
0,e agora?
0,guardar aí na conversa
0,olhou o caderno errado
0,hack
0,tá maluco
0,precisa levar não
0,vai sair que horas?
0,eu queria conhecer lá
0,ta doido
0,kkkkkkkk
0,igual o tiktok
0,foi rápido
0,giovana tb?
0,top hein
0,entao bem capaz que seja
0,hehehehe
0,pra esquerda
0,mas tinha um acabamento a mais
0,hoje acordei mal
0,🥶
0,ainda não
0,esses perfis abertos👀
0,esse que vc falou né
0,o ingresso foi R$165
0,bom dia!
0,ônibus na real
0,fico feliz!!
0,com nutella😋
0,of course bee
0,ai vc me ensina a usar tb
0,bonito
0,do nada
0,brigado babe
0,como tá ai?
0,hello
0,ingresso?
0,no
0,que horas vcs saem amanhã?
0,cheguei já
0,21h vou pra manu
0,acabei de sair da piscina
0,rendeu ontem?
0,podemos
0,capanema eu acho
0,tocou nas festas de escarpas
0,1
0,kkkkkkkk
0,acho que ficou menor
0,ficou ruiva na foto
0,pensei que ele tinha te falado a verdade
0,acho que vou tomar uma com o marcelo e o be
0,👋🏼 ☀️
0,ces vao passar o dia aí né
0,kkkkkkkkkk
0,vou pedir uber agora
0,vou pedir o uber
0,sem condições
0,beijos!
0,vai lá baby😁
0,dei uma passada lá
0,ou ao invés de correr na esteira?
0,hello baby
0,o que tá escrito?
0,serio?
0,contando os dias...
0,nu
0,kkkkkkkk
0,minha nossa
0,top
0,boa noite
0,chegando já
0,mandei pra minha mãe
0,mochila impermeável
0,bruno mars lançou uma música
0,kkkkkkkkkkkk
0,kkkkkkkk
0,🙏🏼🤟🏼
0,essa figurinha é pala
0,não
0,😝😋😈
0,cheguei
0,sequelei
0,na real
0,rua rio grande do norte
0,com esse trem
0,aham
0,largo as aulinha de hoje mesmo foi?
0,muito top👏🏼👏🏼
0,luisa era do logosofico
0,adoro esse pov🫶🏼😈
0,ou
0,tem que ganhar no mínimo 15k nisso ai
0,maki
0,para com isso
0,igual no mirante
0,no ônibus já
0,é gostoso memo?
0,anelzao 💍
0,fala isso perto dela não
0,chegando
0,agora
0,demorou hein
0,8 a 11
0,vou almoçar
0,mas nem to lembrando
0,👏🏼👏🏼👏🏼
0,me chamaram
0,ta afim hoje não?
0,povo do seu curso?
0,tem que comer
0,e essa tesla no meio
0,mas tava top o molho
0,sim
0,eh
0,e vc?
0,o motorista eh mo gente boa
0,poise
0,sim
0,se o povo foi direto
0,que bom
0,eita
0,campeonato de pelada
0,muito cedo
0,coloquei dois travesseiros na cabeça
0,quarta
0,tomaram café pra suprir o almoço tb
0,destino
0,rola!
0,confia🤝🏼
0,to com pressa
0,será esse meu destino?
0,uber tava mo caro
0,kkkkkkk
0,ia perguntar isso agora
0,gilsao ta amassando
0,legal
0,to em casa já
0,sim
0,sim
0,ah
0,premium
0,boa
0,kkkkkkkkkkkkk
0,kkkkkkk
0,kkkkkkkkkkkk
0,ano passa
0,pra onde vcs tão indo?
0,🤣
0,vc ficou com minha id e cartão né
0,eu nem mandaria
0,toma banho e vem pra ca
0,estou gostando
0,quero ir na academia ainda
0,kkkkkkk
0,👍🏼😎
0,tomou o antiflora?
0,alguma menina a mais vai?
0,3424763 - ingressos.pdf • ‎1 page ‎document omitted
0,vc acha que vai atrasar?
0,e apresentar trabalho sexta 7h
0,vai descansar entao
0,como assim
0,vou olhar babe
0,jaja te mando
0,kkkkkkkkkkkk
0,vou pedir mais umas aqui
0,e o resto lá em baixo sem nada
0,tem mais um dia antes da entrevista tb
0,conte-me entao
0,de boa
0,tem que ter uma noção de matemática
0,kkkkkkkk
0,sei nao
0,nada
0,kakakakakakakka
0,14/15h
0,eu prefiri esse
0,vamos ver lá
0,conheço entao
0,no
0,de eu passar pros outros
0,nu
0,pode buscar sua irmã
0,dia vai durar
0,vai dormir a viagem toda
0,quando tiver vindo avisa
0,meu tio teve
0,modem não chega pros cara colocar
0,com esse negócio de faculdade
0,no
0,heheheh
0,gostei
0,🥰🥰🥰🥰
0,e saber o que aquilo tava fazendo ali
0,eu busco lá
0,hum
0,bom dia mo
0,eu preciso estudar bastante
0,chegou?
0,tava vendo um clipe
0,i miss you
0,ah
0,ta no juco social
0,afz
0,ah
0,ja pedi
0,pra pegar um jaleco
0,sua letrinha é muito pituca
0,kkkkkk
0,e o baião passou aqui pra me entregar o jaleco
0,eu sempre falo que vc come pouco
0,irei pensar
0,mas eu não morri
0,kkkkkkk
0,16h
0,lembra da minha raquete
0,pq mo?
0,iti🥰
0,69
0,quando vai sair da água
0,que isso
0,sacanagem
0,kkkkkk
0,kkkkkkk
0,pelo amor de deus
0,hum
0,deixei o carro já
0,e brie
0,ai fui interrompido
0,😝😝😝
0,manda fotos
0,pq?
0,kkkkkk
0,hum
0,16h30 na liberdade
0,eita
0,podemos combinar
0,nao que eu tenha acordado cedo
0,kakakakakakakaak
0,👏🏼👏🏼👏🏼
0,só modao
0,cara é estrela demais
0,muito bom o sanduíche de lombo👌🏼😋!
0,hello xuxuzinho
0,fei demais
0,nao querem te deixar andar de ônibus?
0,hello
0,tia rachel ta aqui
0,kakakkakakakaka
0,kkkkkkkkk
0,fica tranquila
0,kkkkkkkkkkk
0,só sei que ele passou o rodo
0,to fazendo um trabalho
0,hum
0,ficou uma tela branca
0,"75 reais: 2 absolut, 1 tanqueray, 1 43"
0,pq
0,acabei de lembrar tb
0,bom dia pituca ☀️
0,uai
0,2x0
0,kakakakakakakka
0,pode ser
0,claro
0,bom dia!!
0,gostoso?
0,o time do franca é muito bom
0,já não ia ficar mesmo
0,mas é verdade
0,será que eles pedem onde vou ficar?
0,na porta
0,mas no geral sim
0,boa
0,manda as fotos nossas por favor!!
0,eu vou pra acad se nao fica na hora do almoço
0,então ela tá indo com umas lembrancinhas nossas
0,cabuloso
0,eu tava colocando direto na garganta
0,daqui a pouco desmaia de fome
0,realmente
0,ok
0,seu pai deve ter horrorizado
0,😳
0,com as roupas dentro
0,durma bem
0,sabia
0,tem mamae ainda
0,kkkkkkkk
0,muito top
0,depende do look
0,onde ce ta
0,que pala
0,kkkkkk
0,não sei
0,queria vim pra serra não
0,eu te amo!🥹🫶🏼
0,kakakkakakaka
0,que porra
0,só fala de criar ativos
0,uai
0,21h
0,foram zuar os outros
0,bizarro o tanto que dormi
0,umbigo
0,kkkkakakakakkakk
0,qual?
0,meu celular ta baixando ios
0,consegui levantar
0,kkkkkkk
0,é pra subir?
0,kkkkkkk
0,deve ficar show
0,esse ta bonito!
0,perdemos
0,olha só
0,tao comprando os trem ai?
0,kkkkkkkkkkkkk
0,kkkkkkkk
0,tb
0,me dei bem aqui viu
0,hehehe
0,vai ficar com fome
0,consertei
0,🥰
0,😁🫶🏼
0,prato infantil que te falei
0,que reunião?
0,thanks
0,e eles tão aonde?
0,ooooh
0,nao ta muito bem de que?
0,cara tá boa do cheesecake
0,uno momentito
0,se sentindo completa agora
0,carin hein
0,👍🏼
0,anti mosquito
0,tô conversando com meus pais
0,kkkkkkkkk
0,🫶🏼
0,mas nao vi muita diferença da outra
0,dói um pouco
0,🫶🏼
0,mas nada fora do controle
0,passarei a noite numa cadeira de merda
0,subindo aqui...
0,mas eu tenho uma blusa
0,não sei
0,18:30
0,dormem fácil sera?
0,que pala
0,a bia fumou maconha
0,e ela não contou?😂
0,justissimo
0,chegou cedo
0,só colocar a roupa
0,parece que melhorou
0,vou ligar o pc
0,e uma boa pergunta
0,parece mesmo
0,fiz 10
0,eu te aviso mais tarde
0,kkkkkkkkk
0,limpando meu cérebro disso
0,pagou quanto?
0,compra pra gente
0,af
0,muita gente conhecida na rua
0,acho que nem precisa
0,😂😂😂
0,vai almoçar onde?
0,não tenho condições de ir
0,que
0,match perfeito
0,tchau 😴🫶🏼
0,aceitei
0,entendi
0,uai
0,boa noite
0,kkkkkkkkkk
0,vou ver depois
0,pode
0,onde tava minha sacola
0,ce foi nos dois?
0,pode ser
0,talvez seja isso
0,kkkkkkkkkk
0,yes
0,que pode
0,eu passei
0,na teoria começa 10h50
0,hoje a agenda ta cheia
0,kkkkkkkk
0,kakakakakakka
0,kkkkkkkkkk
0,colei umas 10 de cada da tal da jannotti
0,o tommy nao
0,kakakkakakak
0,bom dia☀️
0,sim
0,cheguei
0,kkkkkkkkkkk
0,iti
0,heheheheh
0,vamo no shopping comigo
0,amém
0,seu relógio ficou na minha casa
0,diferente hein
0,sensacional tb
0,15min
0,to escutando aqui
0,qual é esse mesmo?
0,a gente tava na fazenda do vizinho
0,valeu a tentativa
0,kkkkkkkkkk
0,vai dar tudo certo gata
0,é a mãe dela
0,no caso eu nao terminei o processo no dia
0,hehehhehe
0,a filha do marco?
0,é uma boa
0,lets go to brazilian carnival
0,vao pro minas depois da prova?
0,treino 08/06
0,af
0,😋
0,ta mo tarde
0,meu sonho
0,a bia nao vai
0,uai
0,e vê os preços
0,mais legal ne
0,ou ce vai chegar cedo amanhã?
0,vou pra rua do ouro 400
0,just the two of us?
0,bom dia 😃
0,sim
0,rio gelado
0,boa sorte baby
0,tem que fazer isso constantemente
0,poise
0,qualquer coisa eu coloco de novo
0,kkkkkkkk
0,vai começar a fofoca do livro?
0,sim
0,sensação boa
0,kakkakakakakak
0,amém
0,ou todo mundo?
0,to atrapalhando seus estudos😂
0,mas tente seu melhor ai
0,tô esperando chegar
0,kkkkkkk
0,isso nem deveria ser divulgado
0,é na quinta né?
0,eu que pedi puta
0,mobilidade urbana
0,kkkkkkkkkkkk
0,último lugar que eu imaginaria vc tava brincando então
0,já te ligo
0,eu nunca fui muito fã dessa matéria nao😂
0,🥺
0,acabei de lanchar
0,tava querendo
0,minha mãe falou pra eu olhar
0,ta fazendo mala agora😂
0,que benção
0,👀
0,kkkkkkkkkkkk
0,luisa e tertu podem ir?
0,uque
0,nos estamos aqui
0,soneca na massagem?
0,😳
0,que isso
0,eu tb baby
0,não
0,minha aula volta 16h15
0,ta doido
0,paculdino
0,julia teixeira?
0,vou pedir meu uber
0,eu adorei mo
0,uai
0,👏🏼
0,um óculos de natação
0,sim
0,pode nao
0,aiaiai
0,é bonita
0,kkkkkkkk
0,kkkkkkkkk
0,acho que não vou colocar despertador amanhã
0,deixando a chave no pescoço pra não esquecer?
0,que
0,que confusão danada
0,diretamente do verdemar
0,kkkkkkkkkk
0,chata
0,kkkkkkk
0,que horas vc vai almoçar?
0,👏🏼👏🏼
0,ir pra bh amanhã 9h30
0,unidade 2
0,kakakakkakak
0,tendi
0,aí sim
0,acabei de chegar do almoço
0,quanto?
0,dei mo trabalho pro ce
0,hoje é dia
0,foi arroz com pequi e linguiça
0,tem que falar com a psicóloga
0,hum
0,sim
0,kkkkkkkkkkkk
0,indo pra casa da minha vó tirar as coisas
0,duvido
0,lá era diferente
0,low key?
0,poise
0,kkkkkkkkkkkkkkkk
0,tô cansado
0,quem recomendou?
0,vc compra por lá?
0,tanto faz pra mim
0,quantos graus?
0,show de bola
0,kkkkkkk
0,love u baby🥰🫶🏼
0,como assim
0,por mim ce passa uma chapinha e deixa retao e bala
0,ta bonito
0,que isso?
0,vo reclamar nao
0,👀
0,kkkkkkkkk
0,adorei🥹
0,não sei se vou usar blazer hoje
0,kkkkkkk
0,isso é mentira pura
0,kkkkkkkkkk sim
0,e o que temos pra hoje?
0,se tivesse no mínimo 3 aprovados
0,ia ficar fera
0,bora🏊🏼
0,👏🏼👏🏼
0,e tava com uma mulher
0,pra dar uma descansada
0,só especialista pra fechar essas malas
0,pq ce quer ir cedo assim
0,mas hoje nao rola
0,dormiu bem?
0,que pala
0,8h30
0,que ce mutou?
0,kkkkkkkkkkkk
0,eu te contei o que sabia
0,depois ce vai pra lá
0,kkkkkkkkk
0,te amo baby🤍
0,não devo demorar
0,top
0,traduz
0,bao demais
0,antes nao rola
0,kkkkkkk
0,Assim q eu chegar em casa procuro
0,se pode alugar carro com cnh provisória
0,kkkkkkkkk
0,nem teve
0,kakakakakakak
0,triste
0,como ce ficou sabendo?
0,🖐🏼😛🤚🏼
0,chegaram?
0,montagem ne
0,to pensando se vou na acad agora
0,o problema é que eu tenho um compromisso
0,kkkkkkkkkk
0,encontrei o eduardo do masterchef
0,queee
0,look mulher empreendedora empoderada
0,mas era uma chance pra crescer
0,vou arrumar aqui
0,yes
0,ótimo
0,vc chegou já?
0,pqp
0,esse é bonita memo
0,vou tomar banho tb
0,kkkkkkkkkkk
0,um momento
0,acabamos de sair
0,to comendo ainda
0,vc tá de carro?
0,talvez seja melhor vc estar em casa ne
0,ooopa
0,gostei
0,olha só
0,sim
0,no laser?
0,vou depois da aula
0,to saindo daqui
0,bom dia babe🫶🏼
0,to esperando o uber aqui
0,biffaum?
0,so os loucuras
0,ansiosa pro primeiro dia?
0,eu imagino
0,e a lei dos 5 segundos?
0,engenheiros
0,está lindo mo!!!
0,pra cima e pra baixo
0,eh um bate papo tranquilin
0,as usual
0,😍🥰😊🙃😉🤪😛😋
0,visivelmente sim
0,bone
0,estilo bodytech
0,tô saindo agora
0,kkkkkkkkkkkkk
0,bom dia☀️
0,de boas
0,na re foi de prima
0,câncer de próstata
0,concordo
0,kkkkkkkkk
0,praiano
0,passa ai
0,bem romantic
0,😔
0,🤯🤯🤯
0,vc tem direito de fazer as mesmas coisas e ir pra onde quiser
0,eh
0,bluebeard
0,sempre marcando presença
0,que isso
0,sim
0,oi
0,kkkkkkkkkkkkk
0,tem pão sobrando ai?
0,tem queijo por fora?
0,isso que da
0,sim
0,kkkkkkk
0,sofá e tal
0,"reservas apenas 19h, 19h15, 19h30"
0,vc já tem um desse
0,nu
0,nadar pelado eu acho
0,tô no verdemar comprando cafe da manhã
0,ta doido
0,e te ligo
0,isso é bem ruim mesmo
0,pode mandar baby
0,como que funciona
0,fico até umas 14h
0,melhor 1
0,boa baby
0,kakakakakkakaak
0,não fez diferença
0,mas calma ai
0,😋😈
0,me avisa quando chegar lá
0,quase não vi comida
0,kkkkkkkk
0,vc nao quer usar todos
0,oh
0,madrid não vai ter jeito então?
0,até achar
0,nao
0,errei essa😔
0,kkkkkkkk
0,isso ai é mentira
0,a beleza acumulou🤣🤤
0,a gente quem
0,vai ser parada
0,te ligo
0,vc tá certa
0,vou estudar mais um pouco e te ligo
0,só falta ir pra balada
0,conte com a minha presença baby!😋❤️‍🔥
0,kkkkkkk
0,tudo se acertou
0,dei pala demais
0,chocotone na verdade
0,mudou esse semestre
0,durou um tempo bom né
0,que só passava um carro
0,o aluguel vai aumentar
0,depois que passar meu vest
0,deu pra ver não
0,e o conch?
0,trabalhando em vários spots
0,kkkkkkkkkkkkkkkkkkkk
0,ce disse que talvez ela acharia ruim ontem
0,durma bem🫶🏼
0,e vc me xinga
0,sim
0,to pensando se vou na monitoria de anato ainda
0,acabei de ver que ganhei um joia no instagram
0,deita no chão e vai arrastando
0,fica ruim ficar digitando com ele meio na diagonal não?
0,sempre
0,agora saindo do prédio tb
0,chutei certo
0,😋
0,não sei
0,isso
0,si
0,auuu
0,pra aliviar esse mes
0,jantei um pão com o restinho da carne moída
0,vou dormir agora
0,hospital
0,KKKKKKKKKKKKKKKKKKKKKKK
0,🤣
0,posso fazer nada
0,stay
0,pq eu demoro ne
0,posso ir pra sua casa hoje a tarde?
0,parece boa essa
0,na hora de sair?
0,nao posso perder
0,talvez a gente tenha que ir de uber
0,cpa amanhã
0,conseguiu fazer
0,comeca 13h30
0,ai credo
0,ta nos assignments ainda?
0,ahhh dona jannotti
0,top babe 👏🏼
0,eu tb
0,eu fui tb
0,kkkkkk
0,que isso
0,me passa o contato do lima por favor
0,como assim?
0,sim
0,qq isso?
0,adoro suas cartinhas
0,kkklkkkkkkkk
0,fez as três aulas então?
0,sinta-se!
0,kkkkkkk
0,thanks baby
0,tudo pq eu não tinha respondido?
0,quando?
0,saindo do banho
0,nu
0,ficou top
0,vai ser pala quando seu pai pegar seu celular
0,legal
0,sim
0,tava almoçando
0,o que é isso?
0,jaja vou comer o meu de pre treino
0,jantando aí?
0,10 graus
0,nao vi uma palavra inteira
0,já encerrou aí?
0,passa ai e pega
0,ótimo
0,esquece
0,bolsa de água quente
0,vai dar certo
0,eu diria específica
0,kakakakakakak
0,brincadeira uma coisa dessas
0,vai demorar mais então né?
0,mas é literalmente em frente do marcelo
0,te amo pituquita!
0,eu vo querer
0,eu bdsk let pedro enzo campos
0,ela é foda
0,adoro
0,boa noite
0,3 pessoas aprovadas
0,ia te chamar pra um🥲
0,top!!
0,👀
0,nao
0,kkkkkkkkkkkk
0,se fudeu tia marisa
0,oia
0,deu pra aproveitar lá
0,kkkkkkkk
0,a situação ia ser feia
0,olha só
0,que tristeza
0,meu rei
0,a coisa boa de hoje foi que mandei bem
0,infelizmente isso nao rola
0,perfil aberto né
0,tava demorando pra chegar
0,partiu club?
0,vou comer e fazer um duolinguo e te ligo
0,kkkkkkkkkkk
0,frozen tá bonito
0,onde vc tomou isso?
0,kkkkkkkkkk
0,tem real x barça agora tb
0,pra que?
0,durou quanto tempo?
0,até eu chegar no colegio
0,que trânsito louco
0,te contar
0,eita
0,ok
0,1102
0,kkkkkkkkkk
0,kkkkkkk
0,me mostra aí
0,vou mimir
0,la em casa a gente compra
0,chegou uns emails de festinhas😝
0,ovo não ficou verde hoje
0,cancela a carona então
0,as viciadas
0,chovendo aí?
0,tanto faz
0,quando vc sentar no ônibus
0,os vídeos?
0,estão todos loucos
0,sério?
0,oh
0,não tenho
0,ja pode marcar de novo?
0,já vejo os tiktoks
0,sim
0,e a gente tem que aprender a lidar
0,😴
0,ele tem o ap dele
0,fica bem marcado
0,kkkkkkkk
0,o meu primeiro passo seria ir no jogo do cruzeiro sozinho
0,o cara ou o time?
0,seu pai fez ne
0,vou mimir
0,kkkkkkkkk
0,hum
0,4 ou 5 eu acho
0,kkkkkkk
0,não esperaria por mim
0,kkkkkk
0,🤣
0,fica ligada baby
0,bora?
0,eu vi
0,janta e deita
0,sim
0,ta doido
0,qual era essa época?
0,Bibi estudava na Americana
0,hum
0,bom
0,ir pra acad
0,quando começou a pegar mais velocidade vc ficou com medo e caiu
0,rlx babe
0,biblioteca
0,vish
0,iti🫶🏼😋
0,cabei de fazer
0,e eu preciso colocar um imposta de renda aqui
0,mas tenho que ficar com a minha mãe tb
0,👍🏼👍🏼
0,paia
0,conseguiu chegar a tempo?
0,feliz mesniver!
0,kkkkkkk
0,dorzinha de cabeça bateu aqui tb
0,fiquei de cara
0,yes
0,hoje a noite podemos ver algo se vc quiser
0,hehhehehe
0,quanto?
0,durma bem
0,🫶🏼🫶🏼🫶🏼
0,🥰🥰🥰
0,sim
0,kkkkk
0,kakakakakakakakak
0,kkkkkkkkk
0,😂
0,meus pais não devem animar
0,👏🏼👏🏼👏🏼
0,vc realmente ta uma baita de uma gostosa
0,deve ser o óculos
0,devo ir com os meninos no redentor hoje
0,quis responder isso
0,tendi
0,poise
0,eh
0,não precisa ser exatamente isso
0,e pega uber pra esther?
0,rola nao
0,mas vc não é uma mulher
0,ela é irmã do seu padrinho
0,to no uber
0,mas meus pais tão aqui
0,cansei de estudar
0,o que vcs tão fazendo?
0,nem acredito
0,sim
0,kkkkkkkkk
0,vc deu os 100 reais lá?
0,gordão durou 30min
0,é uma bíblia
0,kakakakkakakakkakaka
0,kkkkkkkkkk
0,aproveitando o happy hour
0,isso que é tarde
0,👏🏼👏🏼
0,po
0,bom dia!
0,vou ter que ir de uber hoje ne
0,como assim?
0,"‎Location: https://maps.google.com/?q=-19.948427,-43.924747"
0,osso serena mall
0,mas 35 tá valendo
0,não cai uma gota de água sequer
0,ta vendo o que?
0,mercedes ou porsche
0,bora liberar
0,ta com seu cartão aí?
0,lindo esse
0,primeiro tempo?
0,kkkkkkkkkk
0,kkkkkkkk
0,kkkkkkkkkkkk
0,hehehe
0,foi la no refeitório
0,tenho que pedir as minhas depois
0,ta quase baby.....
0,principalmente por mim!!
0,já escuro
0,mas fiquei com um medin
0,jantarzao
0,yes
0,a valentina ta em barcelona?
0,bom dia
0,minha mae pagou a 1 parcela da formatura
0,delis
0,tudo bem
0,não tenho internet😔
0,chovendo aqui😋
0,kkkkkk
0,milkshake todo dia
0,acabei de chegar em casa
0,qual música?
0,gravando dessa vez?
0,🤔
0,pra visualizar melhor
0,a pressa é inimiga da perfeição
0,em casa
0,2x0
0,já cheguei em casa e fiz meu lanche
0,quando a modelo é boa tudo fica bom!
0,ve com seus pais
0,to até tremendo
0,vc tá na portaria?
0,vamos ver?
0,esse povo tá em qual ano?
0,qual festa?
0,kkkkkkkk
0,tudo bem
0,fofinha
0,durma bem momozi
0,claro
0,da júlia
0,ta bonito👏🏼👏🏼
0,lá no andré?
0,foi um flash
0,tá uma confusão hein
0,tendi
0,pensei que não podia ter essas coisas aí
0,que pala
0,boa
0,uau
0,bonito esse
0,🫶🏼👅🥰😋😁
0,relaxa
0,pesada
0,melhor que grávida😂🙌🏼😂🙌🏼😂🙌🏼😂🙌🏼
0,não taaanto
0,e colocar no sistema
0,sim
0,foi entao?
0,que isso
0,quer que passa ai?
0,kkkkkkkk
0,desistiu no meio?
0,perigoso
0,ficar saindo não
0,🙌🏼🥵
0,top entao
0,22h30
0,pq vc ficou?
0,uai
0,kkkkkkkkk
0,que horas?
0,eh
0,um piloto brabo
0,bom dia mo
0,iti
0,pegou sua lente né
0,que ajuda
0,então uma parte vai ficar no lounge bebendo e pa
0,kkkkkkk
0,10h50 tem aula
0,não tem série
0,se não chega la cheio
0,qual?
0,caso dê negativo🙏🏼
0,saudades de uma sessão 🧀 e 🍷
0,a gente vai tá lá perto
0,pro dutra
0,fez o que?
0,povo não faria nem metade
0,fiz hoje às 15h09
0,não com o cássio
0,vê com o italo ai
0,kkkkkkkkk
0,eles deram essa ai?
0,delícia!!
0,mas é xaina se for assim
0,sem eu todo dia lá tb
0,não tô em casa
0,bem dificil
0,barbazul
0,kkkkkkkkkkkk
0,povo chato do caralho
0,ele vai fazer aqui
0,vc já tá hospedada aí
0,tô na mesma cidade que o bruno mars
0,tão esperando aí já?
0,trem eh muito bon
0,ta estudando o que?
0,13h30-19h
0,mo rápido
0,shokitos
0,sim
0,🫶🏼
0,pqp
0,poise
0,chovendo muito aí?
0,hehehe
0,pq?
0,sim
0,.
0,kkkkkkk
0,aproveita e coloca o meu lá
0,theo hoje foi light
0,pleno domingao
0,trem ja veio pronto pra mim
0,tem algumas partes que ta diferente
0,mas saiu a parte da logo da editora
0,elas tao la por indicação sua?
0,santa rita
0,uai
0,kkkkkkkkk
0,sim
0,bom dia ☀️
0,quero papo nao
0,pelo menos achar difícil não é sinônimo de não conseguir fazer ne
0,faça um bom trabalho baby👏🏼
0,de fato babe
0,depois vc faz pra mim
0,sei se vou não
0,sobre o que?
0,bora💪🏼
0,kkkkkkkkk
0,kkkkkkkkkkkkkk
0,kkkkkkkkkkkkk
0,dor de cabeça?
0,kkkkkkkkkkkkk
0,acabei de sair do th
0,kkkkkkkk
0,não fica assim
0,nao duvide de si mesma!!
0,nao
0,🤩
0,foto de perfil linda baby
0,bom dia🫶🏼
0,tamo a 200km de bh
0,partiu viagem de ônibus agora
0,vai pra facul amanhã de carrinho?
0,manda o áudio aí
0,kkkkkkkk
0,30min
0,ta sentindo bem?
0,oie
0,londrina tá na 3 divisão do profissional
0,jaja eu vou
0,bom demais
0,uai
0,ele é top
0,chique👏🏼👏🏼
0,😘🫶🏼
0,me soa familiar
0,sua mãe fico bolada ontem?
0,sim
0,avisa
0,eh
0,acho pala
0,kkkkkkkkk
0,calmaí
0,chique demais hein
0,kkkkkkkk
0,blusa do cruzeiro na mala?
0,3 coisas
0,me manda a lista de restaurantes
0,leticia
0,mínima ideia
0,o rosto?
0,durante o jantar te ligo
0,dólares né
0,uai
0,nada planejado
0,deve ser umas 16h
0,af
0,ele falou
0,só vim pro banheiro daqui de casa
0,8 mile
0,kkkkkkk
0,durma bem
0,mas e o lugar como é?
0,kkkkkk
0,não quero demorar muito
0,sim
0,coloca uma musiquinha no fone
0,umas 19h30
0,rapaz
0,uma joelhada
0,ja ta no automatico desligar o despertador
0,melhor mais que menos
0,acabei de comer
0,uai
0,vou pesquisar
0,ok
